fips,opioid_presc_rate,total_population,average_household_size,percent_grad_high_school,median_household_income,perc_male,perc_foreign_born,poverty_population,f,overdose_death_rate_2
42121,80.7,53906,2.38,0.8902784940691078,43644,0.49129966979557005,0.008180907505657998,8123,20,19.05
42123,76.4,40962,2.35,0.9051339659971162,44020,0.5004638445388409,0.011620526341487232,4891,12,11.05
42125,72.2,208226,2.42,0.9133896521011579,56450,0.4886181360637,0.019738169104722755,21074,20,19.05
42127,64.6,51642,2.47,0.8929265197233806,49919,0.5309631695131869,0.03140854343363929,6164,22,21.05
42129,74.1,361251,2.33,0.9273893749976315,52247,0.48782425515777117,0.014961896299249,36758,22,21.05
42131,80.7,28147,2.52,0.9118766171173457,51004,0.5021494297793726,0.014744022453547447,3030,22,21.05
42133,62.5,439660,2.57,0.8833252983403888,58269,0.4942978665332302,0.03506118364190511,46124,16,15.05
44001,44.5,49176,2.38,0.9073245407442299,72458,0.48084431429965835,0.09370424597364568,3396,18,17.05
44003,71.7,164958,2.38,0.9074202063435228,64383,0.48285018004582986,0.061561124649910884,13763,26,25.05
44005,59.7,82663,2.27,0.9271562362646651,69526,0.4906548274318619,0.07228143183770248,8005,16,15.05
44007,58.1,630459,2.53,0.8209288781776601,49743,0.4841662978877294,0.18203880030263664,107120,24,23.05
44009,63.2,126405,2.42,0.934937548514572,72807,0.4848384162018907,0.04015663937344251,11939,18,17.05
45001,58,24997,2.52,0.7806996947640291,34799,0.49237908549025883,0.01148137776533184,5471,12,11.05
45003,87.7,163908,2.53,0.8534627143426824,45759,0.4839178075505772,0.0385582155843522,29126,20,19.05
45005,55,9838,2.58,0.7468704512372635,25327,0.5311038829030291,0.011689367757674323,2537,10,9.05
45007,93.6,191215,2.55,0.8281730414463165,42143,0.48263473053892214,0.024563972491697828,30915,20,19.05
45009,101.1,15432,2.41,0.7641757796678817,31314,0.47686625194401244,0.015746500777604977,4077,16,15.05
45011,98.4,22098,2.61,0.7925595030362254,34336,0.4656530002715178,0.01601954928047787,5819,14,13.05
45013,65,171420,2.51,0.9205780982034333,57048,0.4930754871076887,0.09557811223894529,21221,12,11.05
45015,59.4,193613,2.75,0.8783076764292576,52506,0.4985099141070073,0.05410277202460578,26327,12,11.05
45017,11.3,14958,2.45,0.8399290647750607,43531,0.4838213664928466,0.025738735125016714,2896,10,9.05
45019,76,372904,2.44,0.8971979635642275,53437,0.4844517623838843,0.050012871945594575,62119,16,15.05
45021,115.8,55863,2.68,0.77623912631094,35389,0.48515117340636915,0.02049657197071407,13093,18,17.05
45023,97.3,32556,2.61,0.7861064476609646,31914,0.4884506696154319,0.006849735839783757,8734,12,11.05
45025,86.9,46192,2.52,0.7633189171872498,32083,0.48850450294423275,0.027147558018704537,11930,12,11.05
45027,80.8,34178,2.47,0.7926089354660784,33162,0.49034466615951783,0.015097431096026685,8163,10,9.05
45029,125.8,38004,2.53,0.8223506743737957,32804,0.4787917061361962,0.01812967056099358,8340,16,15.05
45031,152.4,67922,2.52,0.8072446996659316,35409,0.4724684196578428,0.017888165837283945,15878,14,13.05
45033,127.2,31435,2.69,0.7290768326146609,28938,0.4732940989343089,0.02980753936694767,10502,10,9.05
45035,101,145715,2.77,0.8995881833844602,54901,0.4864358508046529,0.04635075318258244,18737,10,9.05
45037,63.1,26466,2.6,0.8134878819810326,46637,0.5378221113881961,0.04386760371797778,3896,10,9.05
45039,53.7,23108,2.52,0.8003301338876322,36004,0.4786221222087589,0.022200103860135018,5566,10,9.05
45041,136.2,138330,2.61,0.8416609329095813,42080,0.4676353647075833,0.025554832646569797,26802,10,9.05
45043,88.2,60572,2.55,0.8613384251682124,42835,0.47578088885953906,0.024829954434392128,12557,12,11.05
45045,91.6,474903,2.58,0.867021326798023,50540,0.4859518680656892,0.07962257555753491,72169,22,21.05
45047,115.3,69771,2.52,0.8075467618120878,37060,0.46676986140373505,0.03575984291467802,15875,12,11.05
45049,104.9,20473,2.53,0.7784714747039828,31410,0.515850144092219,0.01694915254237288,3963,12,11.05
45051,110.7,290730,2.43,0.8820218265364733,43299,0.48621745261926874,0.06260791799951845,51988,22,21.05
45053,68.3,26549,2.85,0.7883978531460546,37141,0.5026178010471204,0.08994689065501525,6106,12,11.05
45055,90.5,62722,2.58,0.8517747256604038,43622,0.48475813908995247,0.023628073084404195,10467,12,11.05
45057,82.6,81263,2.7,0.8438066412092843,44016,0.4898047081697698,0.03288089290328932,14802,16,15.05
45059,86.2,66389,2.54,0.7916694584031267,38515,0.4859841238759433,0.02432631911913118,13395,20,19.05
45061,43.1,18461,2.63,0.7564061499039078,30954,0.5222360652185689,0.0011375331780510264,4663,8,7.05
45063,91.8,273843,2.54,0.8870377851391021,53857,0.48843680503061976,0.05093429446799809,38470,16,15.05
45065,2.3,9895,2.15,0.7873799725651578,38712,0.5499747347145023,0.012935826174835775,1681,14,13.05
45067,115.6,32167,2.67,0.8137607073777287,29874,0.45941492834271147,0.020486834333322972,8865,12,11.05
45069,106.5,27993,2.5,0.7396839774557166,30767,0.5333476226199407,0.02250562640660165,7224,12,11.05
45071,85.5,37690,2.55,0.7846643609495363,40127,0.487529848766251,0.05163173255505439,6436,12,11.05
45073,115.9,74949,2.43,0.8322034847890638,41237,0.49333546811832046,0.03459685919758769,14897,22,21.05
45075,91.3,90575,2.63,0.8229597498234641,34218,0.47099089152635937,0.020513386696108197,20600,8,7.05
45077,107.2,120124,2.53,0.8377217201578473,41459,0.4980769871133162,0.038418634078119275,22545,24,23.05
45079,64.9,397899,2.53,0.9007614616478372,49131,0.48556543243385886,0.05317429800024629,62611,12,11.05
45081,53.8,20000,2.78,0.7734068805341849,38827,0.5103,0.09205,4062,10,9.05
45083,107.4,291240,2.58,0.8319443006522415,43907,0.48549649773382775,0.06530696332921301,49665,24,23.05
45085,76.5,107777,2.6,0.8172508918641767,41332,0.4799910927192258,0.0347383950193455,18943,8,7.05
45087,119.8,28125,2.37,0.7803989065505721,34033,0.4788266666666667,0.006613333333333333,5605,18,17.05
45089,75.5,33238,2.64,0.7860444832097688,28297,0.48637102112040437,0.011372525422708947,9349,10,9.05
45091,72.3,240076,2.61,0.8838968560919134,54117,0.48265132707975805,0.04712257785034739,31814,16,15.05
46003,–,2729,2.24,0.8796951551442569,48750,0.5159399047270062,0.04177354342249908,223,4,3.05
46005,65.7,18168,2.31,0.8384950299843917,46267,0.49933949801849403,0.10430427124614707,3708,10,9.05
46007,0.1,3438,3.24,0.7957490927941939,42171,0.4825479930191972,0,1361,4,3.05
46009,0.1,7013,2.23,0.879157646132651,45254,0.5779267075431341,0.01240553258234707,576,8,7.05
46011,42.7,33046,2.38,0.9465432455886607,50082,0.5094111238879138,0.05235126792955275,4811,6,5.05
46013,63.8,38060,2.29,0.9251951345140457,53100,0.48846558066211243,0.032947976878612714,3613,10,9.05
46015,83.8,5330,2.47,0.8514462229710755,49531,0.49174484052532835,0.004315196998123828,789,12,11.05
46017,–,2038,3.73,0.8192197906755471,31163,0.5039254170755643,0,711,28,27.05
46019,26.5,10292,2.49,0.882891911238368,41920,0.49417022930431403,0.005926933540614069,1082,8,7.05
46021,–,1548,2.27,0.8994515539305301,45170,0.4722222222222222,0.014211886304909561,140,6,5.05
46023,34.6,9239,2.78,0.8861024033437827,43109,0.4976729083234116,0.0036800519536746403,1970,10,9.05
46025,32.2,3625,2.21,0.8964555953803266,49600,0.5092413793103449,0.027586206896551724,566,8,7.05
46027,47.4,14011,2.21,0.9571448843479495,36608,0.5002498037256441,0.03697095139533224,3255,6,5.05
46029,67,27750,2.28,0.9116565743944637,48912,0.5033873873873874,0.008936936936936937,2806,8,7.05
46031,–,4149,3.37,0.8213058419243986,31676,0.5116895637503013,0.004338394793926247,1865,24,23.05
46033,40.7,8394,2.12,0.9299877974374618,52218,0.49976173457231354,0.016916845365737433,850,18,17.05
46035,89.3,19787,2.2,0.910435182347533,49991,0.5034113306716531,0.021377672209026127,2379,10,9.05
46037,0.7,5618,2.15,0.8877071481573089,39216,0.5040939836240655,0.005695977216091136,1200,4,3.05
46039,34.8,4341,2.25,0.9005886200130805,53152,0.5185441142593873,0.0156645934116563,330,14,13.05
46041,0.1,5579,3.36,0.8390355164548713,37206,0.4871840831690267,0.001792435920415845,1523,16,15.05
46043,43.2,2973,2.22,0.8589015151515151,52500,0.49209552640430543,0.010090817356205853,246,4,3.05
46045,55,4018,2.3,0.8889290882778582,56000,0.492284718765555,0.010950721752115481,479,6,5.05
46047,87.7,6906,2.14,0.9252072343632253,45997,0.5072400810889082,0.0140457573124819,1097,NA,NA
46049,0.1,2359,2.16,0.9079524107701941,43679,0.5247986434930055,0.001271725307333616,373,4,3.05
46051,57.6,7227,2.2,0.915871121718377,51272,0.5229002352290023,0.022000830220008302,582,12,11.05
46053,98.5,4226,2.12,0.8676616915422886,37540,0.5094652153336489,0.007572172266919072,769,12,11.05
46055,119.8,2083,2.39,0.9002732240437158,41518,0.5060009601536246,0,343,4,3.05
46057,–,5982,2.64,0.9138260158167439,58602,0.5050150451354062,0.02357071213640923,424,8,7.05
46059,0.3,3375,2.19,0.8883000407664084,47163,0.5060740740740741,0.016592592592592593,271,6,5.05
46061,–,3386,2.96,0.9393792434529583,60741,0.5100413467217956,0.0011813349084465446,406,6,5.05
46063,–,1328,2.48,0.9284876905041032,52396,0.5210843373493976,0.009036144578313253,174,4,3.05
46065,98,17466,2.3,0.9054310986194924,59177,0.48625901751975265,0.011279056452536356,1663,8,7.05
46067,78,7226,2.23,0.8739396330637207,45075,0.49626349294215333,0.011486299474121229,926,4,3.05
46069,–,1413,2.52,0.919080919080919,51776,0.4968152866242038,0.009200283085633405,168,2,1
46071,–,3237,3.05,0.8832515002727769,45074,0.49274019153537224,0.017608897126969416,1059,4,3.05
46073,101,2031,2.31,0.8888888888888888,53125,0.4736582964057115,0.028064992614475627,176,8,7.05
46075,–,781,1.83,0.9237012987012987,35972,0.499359795134443,0.002560819462227913,89,6,5.05
46077,52.2,5107,2.18,0.9118690313778991,53828,0.5071470530644214,0.016448012531819073,505,4,3.05
46079,33.5,12086,2.38,0.9312731767614338,54535,0.5087704782392851,0.011997352308456066,1732,4,3.05
46081,79.4,24645,2.22,0.9478028503562945,45548,0.49511057009535403,0.028322174883343477,3115,10,9.05
46083,35,49874,2.74,0.9554950897604304,76094,0.4977543409391667,0.02133376107791635,2158,6,5.05
46085,11,3837,2.74,0.8847583643122676,43030,0.528277299973938,0.010685431326557205,775,10,9.05
46087,31.7,5613,2.37,0.9067371202113607,56954,0.5008017103153394,0.010511313023338678,467,6,5.05
46089,6.7,2263,1.89,0.7940835266821346,36375,0.5148033583738401,0.003535130357931949,478,4,3.05
46091,44.6,4701,2.52,0.8853424233033778,51788,0.5196766645394597,0.04658583280153159,701,14,13.05
46093,13.9,26381,2.42,0.923363832391165,52473,0.5239755884917175,0.015389863917213146,2764,12,11.05
46095,85.9,2086,3.04,0.8447000821692687,30938,0.49952061361457334,0.005752636625119847,921,12,11.05
46097,30.5,2306,2.24,0.91296180338134,44938,0.5082393755420642,0.016045099739809193,234,6,5.05
46099,65.6,178942,2.48,0.9102644162909862,53525,0.5010450313509405,0.060511227101518926,20578,10,9.05
46101,37.2,6439,2.3,0.9084326092034571,52446,0.5011647771393073,0.032613759900605686,910,12,11.05
46103,76.2,106085,2.46,0.9255130228887135,50890,0.5005514445963143,0.021303671584107085,13079,12,11.05
46105,47.2,2981,2.21,0.894901610017889,39773,0.50519959745052,0.010734652801073465,396,18,17.05
46107,0.4,2307,2.11,0.9016580903373356,46081,0.4759427828348505,0.017771998266146512,255,6,5.05
46109,45.9,10318,2.74,0.8655024509803921,48614,0.5007753440589261,0.0067842605156037995,2031,14,13.05
46111,–,2339,2.09,0.9143695014662757,50541,0.523300555793074,0.010688328345446772,238,2,1
46115,2.4,6570,2.41,0.9080817051509769,48217,0.5057838660578386,0.012633181126331812,798,18,17.05
46117,2.9,2962,2.34,0.8978388998035364,56829,0.5047265361242403,0.002025658338960162,240,6,5.05
46119,–,1469,2.34,0.9173387096774194,60417,0.5602450646698435,0.008849557522123894,74,2,1
46121,–,9942,3.62,0.7701054372544965,31128,0.48903641118487223,0.008247837457252062,4471,28,27.05
46123,102.5,5504,2.08,0.8673047077082255,37153,0.5050872093023255,0.013626453488372093,1212,8,7.05
46125,32.5,8302,2.31,0.9198218262806236,53378,0.503011322572874,0.007829438689472416,761,6,5.05
46127,70.1,14842,2.48,0.9169239964139855,64471,0.5037057000404258,0.026142029376094864,783,8,7.05
46129,101.7,5495,2.21,0.8861082737487231,43221,0.489171974522293,0.04767970882620564,650,6,5.05
46135,95.2,22636,2.33,0.91794677286807,48176,0.5211168050892384,0.016743240855274785,2993,10,9.05
46137,–,2833,3.5,0.8638466622604097,35119,0.49099894105188846,0.015884221673138015,1103,22,21.05
47001,147.4,75430,2.43,0.8505247376311844,42880,0.4850192231207742,0.02912634230412303,13309,28,27.05
47003,101.5,45986,2.72,0.7910671963147178,41984,0.49343278389074935,0.07117383551515678,7727,18,17.05
47005,136.7,16261,2.37,0.7929033885478853,33240,0.49258963163397085,0.014697743066232088,3667,NA,NA
47007,83.6,13686,2.75,0.7517673197333872,37013,0.5609381850065761,0.009571825222855473,2697,18,17.05
47009,91,125188,2.51,0.8757397791433301,48286,0.48416781161133654,0.02870882193181455,17305,22,21.05
47011,129.9,102062,2.58,0.8266401182964145,42114,0.4866061805569164,0.04915639513237052,19357,18,17.05
47013,195.6,40176,2.48,0.7219178560212165,32028,0.4842443249701314,0.005401234567901234,9203,NA,NA
47015,101.9,13787,2.53,0.8099723558922903,41533,0.4919852034525277,0.022992674258359325,2500,26,25.05
47017,139.8,28353,2.45,0.7838599006605561,35508,0.4873558353613374,0.012062215638556766,5713,26,25.05
47019,109.5,56941,2.31,0.8056963258941624,33213,0.4892081277111396,0.010361602360337894,13021,26,25.05
47021,107,39422,2.7,0.8396655967753974,51857,0.49599208563746133,0.019633707067119883,5396,26,25.05
47023,100.6,17324,2.66,0.8253603893122762,40167,0.4789309628261372,0.02037635649965366,3516,18,17.05
47025,189.4,31748,2.4,0.7826339545068597,34899,0.48998362101549703,0.013638654403426988,6658,30,29.05
47027,189.9,7780,2.37,0.7557400211939244,28804,0.4910025706940874,0.013881748071979434,1801,NA,NA
47029,188.3,35321,2.38,0.7923871325129584,31187,0.4881232128195691,0.00804054245349792,9111,26,25.05
47031,169.5,53448,2.49,0.8432829636177795,41590,0.4864541236341865,0.027952402334979795,9818,22,21.05
47033,91.3,14600,2.64,0.7625265715153355,35464,0.473013698630137,0.048904109589041095,2838,14,13.05
47035,129.3,57455,2.35,0.8322880747957696,38576,0.48772082499347313,0.02368810373335654,9300,24,23.05
47037,85.2,658506,2.41,0.8728321237902702,48368,0.4822765472144521,0.12154483026730205,116031,22,21.05
47039,164.1,11686,2.3,0.8129743833017078,37263,0.4866506931370871,0.018997090535683724,2470,26,25.05
47041,161.2,19038,2.7,0.7793894289185905,38319,0.4997898938964177,0.060458031305809436,3887,NA,NA
47043,138.8,50472,2.69,0.8352320984038659,44680,0.49060865430337613,0.02036772864162308,8116,18,17.05
47045,176.6,38054,2.51,0.8419420676662218,42468,0.4841015399169601,0.02233667945551059,6646,14,13.05
47047,72,38814,2.58,0.8745779757201351,54890,0.4929406915030659,0.019992786108105322,5351,16,15.05
47049,178.7,17931,2.43,0.7466160056993588,30259,0.4898220958117227,0.00981540349116056,4577,NA,NA
47051,119.8,41138,2.4,0.8277896995708155,42773,0.48728669356799065,0.025232145461616996,6669,20,19.05
47053,139.4,49572,2.49,0.8381337776719828,38457,0.4756112321471799,0.011195836359235052,9080,16,15.05
47055,130.2,28949,2.49,0.8189493433395872,41093,0.48917061038377835,0.023662302670213135,4627,22,21.05
47057,94.5,22736,2.52,0.7832737140742568,35391,0.4978008444757213,0.016493666432090076,4647,28,27.05
47059,124.3,68576,2.38,0.8103360228781534,35196,0.4879695520298647,0.01679888007466169,13647,26,25.05
47061,171.9,13524,2.55,0.713078385801817,27373,0.49445430346051467,0.005767524401064774,3797,NA,NA
47063,163.2,62999,2.54,0.8084332635164684,37617,0.48719820949538883,0.06709630311592248,13193,26,25.05
47065,123,348121,2.48,0.8743698074214812,48248,0.4820507811938952,0.050025709451598725,54036,18,17.05
47067,124.7,6642,2.35,0.7328565418594868,26898,0.493676603432701,0.0027100271002710027,1793,NA,NA
47069,113.6,26253,2.59,0.7677617737497977,31801,0.5445853807183941,0.010360720679541385,5636,12,11.05
47071,153.5,25900,2.58,0.7885400989034617,35290,0.4872200772200772,0.014942084942084943,5920,NA,NA
47073,89,56595,2.42,0.810141333994545,36927,0.48912448096121564,0.010071561091969255,10661,26,25.05
47075,86.6,18248,2.57,0.7903749391332576,34182,0.4682156948706708,0.012987724682156948,4107,14,13.05
47077,136.8,28013,2.57,0.7983342936462208,38745,0.48066968907293045,0.006746867525791597,5925,26,25.05
47079,188.7,32269,2.36,0.8326067250830923,38234,0.4852025163469584,0.016920264030493664,5862,28,27.05
47081,71.3,24283,2.6,0.7624237398566606,36334,0.5248527776633859,0.010789441172836964,4738,22,21.05
47083,148.7,8290,2.49,0.7951891232351403,39401,0.49433051869722555,0.011942098914354644,1860,28,27.05
47085,129.7,18240,2.53,0.8361245891375803,41949,0.49605263157894736,0.0042214912280701756,2856,20,19.05
47087,63.3,11496,2.49,0.7447318007662835,31534,0.5059151009046625,0.0029575504523312456,3034,NA,NA
47089,113.3,52490,2.58,0.8241350906095551,42417,0.4929700895408649,0.023337778624499903,8343,22,21.05
47091,106.6,18017,2.29,0.7478066914498142,30763,0.5352167397457956,0.013209746350668813,4123,18,17.05
47093,97.6,444348,2.39,0.902307882918815,48701,0.4860964829367973,0.05017463789642353,69061,28,27.05
47095,79.4,7687,2.38,0.7168621957625635,30086,0.642253154676727,0.018732925718745935,1319,16,15.05
47097,102.6,27427,2.5,0.7551619213214519,30281,0.521238195938309,0.017245779706129,6532,18,17.05
47099,143.2,42226,2.59,0.7923982793879134,37814,0.4915691753895704,0.015345995358310046,8443,20,19.05
47101,154.3,11944,2.49,0.8228918532634588,36621,0.5036838580040187,0.027545210984594774,2292,22,21.05
47103,105.6,33550,2.43,0.8242252796708243,40389,0.48974664679582713,0.011743666169895679,5517,18,17.05
47105,101.9,50229,2.49,0.8599418462458219,51107,0.4865316848832348,0.058711103147584064,7185,26,25.05
47107,157.3,52506,2.58,0.8264333826186956,38535,0.4859063726050356,0.02475907515331581,10220,22,21.05
47109,173.7,26103,2.61,0.7939582991298637,32557,0.48592115848753015,0.006282802742979734,5319,24,23.05
47111,130,22761,2.53,0.7388152308797596,33509,0.4924651816704011,0.04156232151487193,4218,24,23.05
47113,126.7,98184,2.56,0.8768111435855979,42544,0.4735496618593661,0.02915953719546973,18521,12,11.05
47115,102.7,28306,2.43,0.7793466911947496,41348,0.4896841659012224,0.010315834098777643,5350,18,17.05
47117,145.2,31159,2.57,0.8199981195938323,42661,0.4922815237972977,0.028916203986007253,4986,24,23.05
47119,134.9,84089,2.55,0.874570656437974,47692,0.4823579778567946,0.03854249664046427,12667,18,17.05
47121,52.3,11716,2.51,0.7647617916122134,34424,0.4912086036189826,0.004779788323659952,2377,28,27.05
47123,147.3,45293,2.6,0.7886207224636073,35291,0.5006292363058309,0.02682533724858146,8627,18,17.05
47125,87,185980,2.76,0.9187736817875987,50344,0.49831702333584255,0.05644155285514572,28750,14,13.05
47127,22.3,6351,2.55,0.8719670710571924,49427,0.4838608093213667,0.005038576602109904,668,20,19.05
47129,77.6,21794,2.52,0.8001924927815207,39049,0.5574928879508122,0.007937964577406626,4185,30,29.05
47131,99.5,31129,2.42,0.8218905011357841,40281,0.48009894310771306,0.021009348196215746,6309,16,15.05
47133,111.5,22100,2.45,0.7892478710264578,35287,0.49221719457013574,0.010678733031674208,4668,NA,NA
47135,99.1,7864,2.4,0.7552055042549339,31425,0.5020345879959308,0.005976602238046796,1995,22,21.05
47137,85.8,5097,2.25,0.7734233065144044,36773,0.4914655679811654,0.01334118108691387,808,NA,NA
47139,53.8,16687,2.44,0.7835370959638251,38925,0.5015880625636723,0.009108887157667646,3094,28,27.05
47141,139.6,73810,2.38,0.8386622643519012,35343,0.49184392358758977,0.05686221379216908,17830,22,21.05
47143,157.5,32394,2.51,0.7564096704903798,36146,0.49459776501821323,0.0221645983824165,7664,24,23.05
47145,147,53162,2.4,0.8484801488833746,40854,0.4894661600391257,0.021199352921259546,9620,NA,NA
47147,126.8,67426,2.7,0.8619021196315614,53151,0.4907009165603773,0.03835315753566873,8005,16,15.05
47149,94.8,282558,2.76,0.9030508786139786,56219,0.4935482272666143,0.07157114645488714,34475,14,13.05
47151,169.4,22043,2.61,0.7734274275632761,30246,0.48945243387923604,0.0026765866715056934,5903,26,25.05
47153,175.2,14592,2.56,0.8203993311694698,45408,0.4915021929824561,0.0073327850877192985,2335,22,21.05
47155,114.9,93617,2.52,0.8241774964238975,42258,0.48993238407554185,0.054883194291635067,14128,24,23.05
47157,73.6,937750,2.65,0.8685457890399327,46224,0.47684457478005865,0.062435617168755,196471,16,15.05
47159,133,19136,2.53,0.8171804482521227,43914,0.49534908026755853,0.008779264214046822,3066,NA,NA
47161,62.7,13286,2.57,0.8662138852953859,42023,0.5018816799638718,0.022956495559235287,2560,20,19.05
47163,165,156752,2.32,0.8548631076120129,40346,0.4841660712462999,0.015591507604368685,26924,26,25.05
47165,90.9,169623,2.7,0.8919745822546482,57382,0.4882061984518609,0.036463215483749256,15644,16,15.05
47167,112.2,61674,2.82,0.856003799240152,53669,0.49463307066186724,0.016262930894704413,8292,16,15.05
47169,171.7,7884,2.65,0.7868544600938967,41029,0.49949264332825977,0.016615930999492642,1345,24,23.05
47171,145.1,18069,2.36,0.7919463087248322,33210,0.49504676517792906,0.024074381537439814,3974,NA,NA
47173,94.3,19096,2.59,0.74351606805293,37351,0.49753875157100963,0.006022203602848764,4036,NA,NA
47175,8.7,5596,2.61,0.7970309077634461,40439,0.49874910650464616,0.014117226590421729,988,22,21.05
47177,158,40015,2.51,0.7811353968021124,35376,0.4948394352117956,0.05058103211295764,8329,18,17.05
47179,108.5,125317,2.29,0.8812244802177688,42817,0.4864064731840054,0.036276004053719765,21842,22,21.05
47181,152.5,16897,2.48,0.765040650406504,30701,0.5500976504704977,0.009646682843108245,3211,16,15.05
47183,128.3,34415,2.32,0.8385457569178177,37037,0.4865029783524626,0.013250036321371495,6075,14,13.05
47185,130.7,26252,2.65,0.8114254624591948,34901,0.48929605363400885,0.010780131037635228,5011,20,19.05
47187,57.6,199456,2.86,0.953433104744449,96565,0.48761631638055514,0.06600453232793198,10054,10,9.05
47189,91.4,122445,2.72,0.8942076686527004,61070,0.4898934215361999,0.043766589080811796,12132,18,17.05
48001,68.5,57915,2.68,0.7975190748116512,41327,0.6124320124320124,0.06461193127859795,8274,16,15.05
48003,58.2,16775,3.05,0.7444889779559118,70423,0.5101043219076006,0.13508196721311475,2032,12,11.05
48005,93.2,87748,2.77,0.7918464040732621,44223,0.48874048411359805,0.08189360441263618,16497,12,11.05
48007,95.7,24292,2.46,0.8423524150268337,41690,0.4952659311707558,0.059278774905318625,4509,28,27.05
48009,–,8779,2.6,0.8877567789646672,60275,0.49823442305501764,0.03405854880965942,862,20,19.05
48011,–,1943,2.63,0.9069090909090909,59737,0.5028306742151313,0.018528049408131755,130,4,3.05
48013,88.8,47050,3.04,0.7582402752943558,52192,0.49727948990435705,0.06760892667375133,7619,12,11.05
48015,52.5,28886,2.59,0.8441618855636532,53687,0.498026725749498,0.09160146783909161,3289,10,9.05
48017,62.7,7126,2.92,0.6822516864387067,37397,0.5181027224249228,0.1859388156048274,1319,14,13.05
48019,33.3,20796,2.45,0.8578282828282828,49863,0.4994710521254087,0.04183496826312753,2662,14,13.05
48021,78.1,76948,2.94,0.8065532697841022,54821,0.5095778967614493,0.1069683422571087,10664,14,13.05
48023,49,3628,2.06,0.8838441165342414,36373,0.48649393605292174,0.027839029768467475,423,NA,NA
48025,69.9,32659,2.85,0.7257173893364715,42302,0.6038764199761169,0.04121375424844606,5274,8,7.05
48027,53.4,326041,2.89,0.8990771475844492,50550,0.49903233028974886,0.08152042227817974,48543,10,9.05
48029,54.6,1825502,2.9,0.8334024456144548,51150,0.49174966666703185,0.13098424433388733,312088,16,15.05
48031,18.3,10723,2.55,0.888874825971396,55504,0.5034038981628276,0.08383847803786254,954,16,15.05
48033,–,705,2.69,0.9367088607594937,73750,0.5134751773049645,0.019858156028368795,10,2,1
48035,39.2,17971,2.52,0.8175680979668734,44674,0.49262701018307276,0.06738634466640699,2549,16,15.05
48037,124.6,93155,2.63,0.8730422553218692,42670,0.5046857388223928,0.03750738017283023,16693,12,11.05
48039,62.3,331741,2.85,0.8597887926399985,69749,0.5070099867064969,0.1309274403827082,35762,14,13.05
48041,53.9,205271,2.58,0.8540612568073848,39808,0.5069396066663094,0.13181111798549236,53207,10,9.05
48043,70.1,9235,2.27,0.8809487375669472,38395,0.4801299404439632,0.039415268002165674,1238,22,21.05
48045,–,1670,2.47,0.7577916295636687,38603,0.5215568862275449,0.11676646706586827,307,16,15.05
48047,40.7,7221,3.31,0.7060525144637294,22741,0.5184877440797674,0.07879795042237918,2726,16,15.05
48049,120.4,37833,2.71,0.8543035993740219,41962,0.4960748552850686,0.0418153463907171,6581,22,21.05
48051,55.4,17293,2.67,0.7819304246266789,51821,0.49794714624414504,0.0693344127681721,2761,16,15.05
48053,96.3,44144,2.58,0.8505089265389744,49732,0.49589978252990213,0.060008155128669805,6989,14,13.05
48055,52.5,39347,2.85,0.7899996003037691,47233,0.5059343787328132,0.07393193890258469,7169,10,9.05
48057,101.1,21666,2.68,0.7991390682496702,51078,0.5003230868642112,0.10440321240653559,4136,20,19.05
48059,10.9,13532,2.55,0.8756602577646313,40981,0.4888412651492758,0.021947975169967486,2548,14,13.05
48061,28.5,417947,3.42,0.6476305387975868,33266,0.48231713590479175,0.24396873287761367,139768,8,7.05
48063,69.6,12516,2.81,0.7835673811283568,37851,0.4877756471716203,0.11425375519335251,2454,18,17.05
48065,3.7,6068,2.62,0.8983050847457628,66023,0.482201713909031,0.01845748187211602,435,20,19.05
48067,81.8,30328,2.56,0.8556182416549131,37352,0.48526114481667104,0.018497757847533634,5915,14,13.05
48069,1.1,7948,3.14,0.7006075843285146,39459,0.5099396074484147,0.20986411675893307,1339,10,9.05
48071,34.2,37251,2.84,0.8306438056816272,70544,0.5017583420579314,0.10359453437491611,3921,16,15.05
48073,72,51167,2.74,0.782105390088026,39595,0.5100553090859343,0.09050755369671859,10688,16,15.05
48075,177.3,7059,2.44,0.8689138576779026,36633,0.5737356566085848,0.04434055815271285,1177,24,23.05
48077,–,10479,2.51,0.8880246748021993,48297,0.5024334383051818,0.01879950376944365,1246,18,17.05
48079,–,2993,2.79,0.6578802855573861,39113,0.5075175409288339,0.17273638489809556,591,20,19.05
48081,–,3238,1.95,0.8821590440873507,42467,0.5148239654107474,0.03798641136504015,361,12,11.05
48083,68.3,8536,2.49,0.8220241043420835,35156,0.4947282099343955,0.02026710402999063,1924,18,17.05
48085,56.2,862215,2.81,0.934451476717512,84735,0.4908984418039584,0.18549433725926828,64824,10,9.05
48087,–,3058,2.7,0.7870370370370371,39743,0.48724656638325703,0.13505559189012425,675,20,19.05
48089,60.5,20757,2.67,0.8251675041876047,46618,0.49289396348219877,0.07737148913619502,3081,12,11.05
48091,74.4,119632,2.7,0.9047141787620451,65833,0.4947422094422897,0.06171425705496857,10423,16,15.05
48093,78.8,13623,2.62,0.7867364374199061,37470,0.4898333700359686,0.07905747632680027,3107,16,15.05
48095,–,4086,3.3,0.6316818774445893,48368,0.667156142927068,0.3404307391091532,298,6,5.05
